C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	P_l_hyaw	P_l_hrol	P_l_hpit	P_l_knee	P_l_apit	P_r_hyaw	P_r_hrol	P_r_hpit	P_r_knee	P_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	T_l_hyaw	T_l_hrol	T_l_hpit	T_l_knee	T_l_apit	T_r_hyaw	T_r_hrol	T_r_hpit	T_r_knee	T_r_apit	rol	pit	yaw	rol_rate	pit_rate	yaw_rate	x_acc	y_acc	z_acc	w_quat	x_quat	y_quat	z_quat	
0.518929	0.259945	-1.413612	1.200059	-0.930984	-0.452282	-0.271940	1.285792	-1.079866	0.583368	0.479562	0.262209	-1.420019	1.099508	-0.846703	-0.494082	-0.217159	1.339985	-1.248393	0.712166	0.341813	-0.017262	0.381245	1.151057	-0.537496	-0.250081	-0.370039	-0.127819	1.855714	-1.387207	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.520176	0.250646	-1.422131	1.193218	-0.947856	-0.446781	-0.270867	1.292172	-1.049480	0.546776	0.482875	0.262067	-1.415514	1.113823	-0.855930	-0.495460	-0.222946	1.337824	-1.208747	0.693246	0.379655	-0.011032	-0.003751	1.025900	-0.863344	0.100619	-0.367356	-0.302421	1.815230	-1.478740	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.519433	0.235152	-1.436835	1.173497	-0.961449	-0.440246	-0.269113	1.293800	-1.017556	0.493436	0.487996	0.261336	-1.415195	1.135298	-0.868511	-0.493094	-0.228676	1.335041	-1.184242	0.665229	0.303178	-0.123240	-0.115533	0.688848	-1.161141	0.275274	-0.271704	-0.264048	1.755347	-1.187785	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.516329	0.219958	-1.455045	1.143995	-0.968143	-0.432240	-0.263844	1.291590	-0.985534	0.431093	0.493383	0.260544	-1.418111	1.145530	-0.883023	-0.487459	-0.232391	1.331068	-1.162402	0.645158	0.190841	-0.105381	-0.311662	0.735405	-1.159514	0.289250	-0.180714	-0.420733	1.526023	-1.640258	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.511729	0.211869	-1.474541	1.108039	-0.965314	-0.421501	-0.252135	1.281025	-0.955430	0.367503	0.498192	0.257671	-1.428945	1.151381	-0.905361	-0.479571	-0.234951	1.322252	-1.142137	0.625973	0.252889	-0.190836	-0.596487	0.265470	-1.009297	0.894354	-0.172778	-0.453850	0.955218	-1.486597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.505393	0.208744	-1.492727	1.067147	-0.960104	-0.410711	-0.235195	1.269394	-0.931903	0.299905	0.501747	0.252904	-1.439279	1.152091	-0.918625	-0.472225	-0.236101	1.317023	-1.125143	0.602047	0.283522	-0.301744	-0.802940	-0.078142	-0.987296	0.860644	-0.105682	-0.432734	0.908606	-2.231971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.500504	0.211167	-1.507233	1.022121	-0.951679	-0.401066	-0.222706	1.256867	-0.931555	0.235293	0.504687	0.248211	-1.451548	1.146005	-0.928500	-0.460166	-0.236210	1.311446	-1.114692	0.562123	0.133041	-0.265143	-0.889889	-0.702251	-0.691967	0.846804	-0.002426	-0.238693	0.931862	-2.051764	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.498373	0.223361	-1.520072	0.976389	-0.941695	-0.395021	-0.211981	1.246591	-0.965603	0.193237	0.506366	0.245454	-1.465658	1.132477	-0.936170	-0.447479	-0.234237	1.308876	-1.109306	0.529662	0.114503	-0.313827	-1.271974	-1.207845	-0.564725	0.555781	0.169586	0.119206	-0.021972	-2.839849	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.498405	0.241068	-1.527380	0.934999	-0.932775	-0.393136	-0.203311	1.240294	-1.036399	0.177161	0.506847	0.240436	-1.489394	1.112493	-0.944101	-0.436460	-0.229868	1.313233	-1.107963	0.491109	-0.152562	-0.115134	-0.898406	-1.743464	-0.642731	0.572044	0.282171	0.081713	-0.065011	-3.257152	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.502383	0.260940	-1.524142	0.898496	-0.909595	-0.397237	-0.197148	1.231115	-1.139646	0.203835	0.506192	0.238924	-1.503422	1.093350	-0.946172	-0.426211	-0.225060	1.314395	-1.105368	0.448502	-0.179269	-0.112713	-0.958759	-1.804005	0.012499	0.563201	0.305061	-0.051152	0.147043	-3.539667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.507442	0.284732	-1.510590	0.864950	-0.870548	-0.407174	-0.190548	1.214662	-1.267582	0.276030	0.505479	0.239631	-1.514225	1.049972	-0.945399	-0.416721	-0.220035	1.312301	-1.107224	0.375326	0.013480	0.066664	-0.790313	-2.134595	0.235055	0.454138	0.260822	-0.381996	-0.247018	-3.288748	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.512325	0.307746	-1.488940	0.833042	-0.817420	-0.421787	-0.185319	1.192704	-1.406011	0.371917	0.506815	0.241986	-1.521620	1.017596	-0.938216	-0.410704	-0.215670	1.304249	-1.116513	0.336336	0.102547	0.153231	-0.609455	-2.104841	0.480647	0.310626	0.216849	-1.001338	-1.022737	-2.419165	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.519596	0.324171	-1.470432	0.805806	-0.761863	-0.439113	-0.174505	1.164677	-1.544731	0.463751	0.510911	0.246932	-1.534368	0.989456	-0.927620	-0.408822	-0.211743	1.276248	-1.139623	0.316978	0.348749	0.346838	-0.647204	-2.199575	0.910004	-0.143419	0.205472	-1.464580	-2.140219	-0.845623	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.525326	0.328749	-1.458949	0.795235	-0.752580	-0.452320	-0.174256	1.144232	-1.675004	0.544134	0.515026	0.253680	-1.539147	0.964078	-0.910839	-0.409584	-0.209512	1.254266	-1.189853	0.319674	0.150033	0.396442	-0.281078	-1.748417	1.612480	-0.157417	0.227599	-1.660959	-3.256982	0.620344	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.525665	0.329895	-1.450772	0.799250	-0.792935	-0.461108	-0.185694	1.128693	-1.784905	0.601421	0.519775	0.261541	-1.538964	0.937580	-0.889187	-0.412814	-0.205665	1.229659	-1.243786	0.345561	0.266257	0.443278	0.041685	-0.726204	1.543143	-0.354236	0.278666	-2.040029	-4.754042	1.949926	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.524107	0.329917	-1.439526	0.814170	-0.852097	-0.465408	-0.201943	1.120678	-1.855738	0.630159	0.523003	0.268469	-1.536988	0.925592	-0.859702	-0.419834	-0.201584	1.204842	-1.312297	0.379795	0.026626	0.324662	0.224015	-0.777526	1.323341	-0.551889	0.210491	-1.931371	-6.107672	2.913417	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.520879	0.325916	-1.423666	0.830080	-0.916682	-0.466351	-0.221453	1.123750	-1.862909	0.621881	0.524399	0.273861	-1.525761	0.917426	-0.849491	-0.429574	-0.198845	1.166581	-1.397003	0.422943	0.156206	0.304658	0.751735	-0.747762	0.334733	-0.578634	0.131554	-1.484301	-6.815334	3.323832	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.515807	0.317806	-1.406376	0.843576	-0.969587	-0.463928	-0.239598	1.137859	-1.821496	0.589615	0.525648	0.276789	-1.513313	0.911601	-0.852393	-0.437726	-0.197578	1.147636	-1.525904	0.464046	0.033069	0.275903	1.045291	-0.577283	-0.496951	-0.323075	0.046889	-1.020838	-5.821762	3.019401	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.512595	0.309422	-1.393978	0.858479	-1.001342	-0.457296	-0.250380	1.154209	-1.773968	0.562718	0.525389	0.279741	-1.498367	0.900355	-0.866156	-0.443282	-0.198351	1.139461	-1.600975	0.518892	-0.076955	0.190440	1.228191	-0.382264	-1.386224	-0.280071	-0.081389	-0.280055	-4.839528	2.015350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.510597	0.302857	-1.386503	0.871451	-1.012980	-0.449978	-0.254373	1.171144	-1.731651	0.555172	0.523592	0.281439	-1.480620	0.896240	-0.898474	-0.445823	-0.201308	1.140201	-1.652170	0.541324	-0.213584	0.117917	1.379087	-0.226667	-1.708957	-0.205978	-0.210538	0.404709	-3.429203	0.871544	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.508350	0.299221	-1.381631	0.881635	-1.016695	-0.443656	-0.256844	1.189623	-1.689109	0.558288	0.519501	0.282174	-1.451868	0.894471	-0.923645	-0.447349	-0.205785	1.162620	-1.684776	0.550439	-0.230736	0.023424	1.226674	-0.190169	-1.831961	-0.062473	-0.328141	1.596847	-2.161019	0.355856	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.505212	0.297802	-1.377766	0.888977	-1.009322	-0.439679	-0.258330	1.208472	-1.644412	0.564254	0.517447	0.282483	-1.435018	0.892906	-0.944989	-0.447945	-0.208910	1.183170	-1.718803	0.554128	-0.002136	0.002342	1.082316	-0.256312	-1.582539	-0.107447	-0.367819	1.457828	-0.812829	0.175171	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.502902	0.297096	-1.375671	0.892857	-0.994995	-0.434922	-0.258216	1.224819	-1.598837	0.564221	0.516866	0.282875	-1.422633	0.890000	-0.962901	-0.449397	-0.213760	1.201166	-1.726189	0.556877	-0.000214	0.036294	0.743345	-0.046569	-1.257488	-0.223612	-0.357828	1.220590	0.058302	0.048924	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.502882	0.297147	-1.377544	0.895436	-0.974067	-0.428225	-0.259292	1.237280	-1.557256	0.563435	0.516241	0.283390	-1.413298	0.889443	-0.982647	-0.450415	-0.219165	1.216325	-1.720227	0.559026	-0.076793	0.009445	0.657103	0.016281	-0.729455	-0.015382	-0.341707	0.983998	0.916624	0.165415	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.504108	0.297982	-1.380826	0.895397	-0.948367	-0.422265	-0.259961	1.246986	-1.519060	0.566847	0.514662	0.283816	-1.403337	0.891076	-0.990401	-0.450594	-0.224188	1.233800	-1.704204	0.560474	-0.119348	0.016066	0.128524	0.319185	-0.202062	-0.039924	-0.334279	0.646272	1.585225	0.009562	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.507597	0.301226	-1.386199	0.898397	-0.917470	-0.416783	-0.260953	1.251937	-1.483100	0.571794	0.513959	0.283974	-1.401418	0.894457	-0.992534	-0.449224	-0.228795	1.243450	-1.666127	0.560981	-0.043341	-0.007699	-0.074388	0.475102	-0.149323	0.163510	-0.247459	0.539217	1.809119	-0.033940	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.512885	0.306832	-1.392820	0.903508	-0.881110	-0.414628	-0.258398	1.254677	-1.451912	0.581852	0.512776	0.284224	-1.402730	0.903566	-0.987435	-0.444928	-0.232285	1.250299	-1.636677	0.561543	-0.168347	-0.000770	-0.227286	0.375536	0.316583	0.316459	-0.172474	0.458719	2.522455	-0.013863	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.519053	0.313243	-1.397956	0.909350	-0.837149	-0.414567	-0.254593	1.256433	-1.426634	0.591094	0.511837	0.284653	-1.404980	0.908005	-0.979412	-0.438834	-0.233977	1.255547	-1.603767	0.562770	-0.037772	-0.004730	-0.089032	0.194587	0.635365	0.328265	-0.188239	0.276188	2.530976	0.075386	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.525669	0.318428	-1.398226	0.914685	-0.790367	-0.418160	-0.250750	1.260467	-1.403164	0.601320	0.511721	0.285337	-1.406230	0.911995	-0.966853	-0.433350	-0.235987	1.258317	-1.571618	0.564640	0.031119	0.020465	-0.089165	0.302119	1.044123	0.378300	-0.110718	0.045067	2.636517	0.094779	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.534206	0.322334	-1.397507	0.922818	-0.749225	-0.422830	-0.245340	1.263960	-1.377900	0.615108	0.512522	0.286362	-1.408297	0.920402	-0.949196	-0.430096	-0.237173	1.258847	-1.516625	0.567606	0.051967	0.046248	-0.298556	0.431520	1.468859	0.296063	-0.070396	0.001017	2.315556	0.327035	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.544020	0.324554	-1.396618	0.934384	-0.717047	-0.429033	-0.239722	1.268337	-1.348311	0.631413	0.514306	0.287908	-1.410213	0.926349	-0.915978	-0.426441	-0.237749	1.259607	-1.484397	0.574815	0.057541	0.106987	-0.204337	0.500294	1.609042	0.225026	-0.018672	0.052446	2.098509	0.353750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.553826	0.324695	-1.394345	0.946741	-0.691491	-0.436919	-0.233526	1.275403	-1.317520	0.649978	0.516602	0.288953	-1.410790	0.934105	-0.890093	-0.424643	-0.237784	1.261455	-1.457111	0.582195	0.099974	0.121204	-0.062309	0.716549	1.909210	0.060889	-0.007683	0.165768	2.108211	0.590227	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.563896	0.323813	-1.390712	0.960674	-0.670875	-0.444977	-0.227443	1.284782	-1.284364	0.664452	0.519823	0.290931	-1.408797	0.943532	-0.864124	-0.424211	-0.237524	1.265169	-1.430813	0.590771	0.226355	0.131931	0.091479	0.780050	1.963654	-0.004380	-0.008911	0.222465	2.112671	0.638302	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.573759	0.322343	-1.387753	0.977298	-0.663660	-0.451254	-0.221063	1.292679	-1.246147	0.672336	0.522237	0.293128	-1.406121	0.960225	-0.838695	-0.424803	-0.236761	1.268360	-1.390657	0.600313	0.270399	0.114392	0.228995	0.674732	1.934203	-0.010907	0.036332	0.263031	1.750195	0.807122	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.581786	0.320770	-1.384210	0.994303	-0.662852	-0.456448	-0.215366	1.303069	-1.207897	0.671077	0.527493	0.294827	-1.402750	0.970760	-0.799076	-0.426715	-0.235373	1.273287	-1.364547	0.617925	0.344597	0.087048	0.305560	0.685138	1.564846	-0.154635	0.124607	0.347349	1.783740	0.824004	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.587525	0.318507	-1.380496	1.017028	-0.673917	-0.458705	-0.212508	1.313808	-1.169460	0.655291	0.534724	0.295781	-1.398829	0.980453	-0.775692	-0.430126	-0.234134	1.279895	-1.340375	0.629493	0.439257	0.029643	0.327175	0.787378	1.520931	-0.242290	0.122966	0.554690	1.999962	0.717514	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.591743	0.315651	-1.378763	1.053155	-0.706237	-0.456503	-0.214544	1.322307	-1.129684	0.625719	0.542520	0.296222	-1.391962	0.990291	-0.757250	-0.434710	-0.231277	1.293430	-1.313512	0.638568	0.403358	0.007617	0.266523	0.699892	1.328099	-0.303400	0.205390	0.735947	2.175128	0.630093	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.593459	0.311234	-1.379663	1.099973	-0.757614	-0.450746	-0.221674	1.327381	-1.091428	0.584526	0.550476	0.296302	-1.387680	1.002922	-0.743602	-0.437590	-0.228298	1.304619	-1.268712	0.643049	0.448623	-0.007381	0.326761	0.600413	0.917977	-0.319979	0.134534	0.747094	1.941391	0.268898	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.592114	0.303779	-1.385430	1.160416	-0.833497	-0.443412	-0.233879	1.328360	-1.057722	0.545410	0.557884	0.296181	-1.384255	1.013663	-0.729022	-0.440807	-0.226063	1.314320	-1.240462	0.644793	0.372888	-0.027492	0.249033	0.820781	0.315134	-0.150645	0.105347	0.709823	1.708640	-0.224364	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.584822	0.292829	-1.395362	1.223498	-0.924294	-0.437841	-0.246328	1.331596	-1.036087	0.526906	0.563945	0.296133	-1.381317	1.025868	-0.728650	-0.442590	-0.224194	1.323191	-1.214407	0.637969	0.288542	-0.015545	0.164489	0.766046	-0.401201	-0.161629	0.119877	0.706095	2.152976	-0.814583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.568351	0.278904	-1.406986	1.255846	-1.011052	-0.438467	-0.254374	1.336189	-1.034040	0.545247	0.567024	0.295468	-1.378233	1.041977	-0.742486	-0.442462	-0.223376	1.337543	-1.186392	0.623833	-0.006042	-0.058552	0.037387	1.315424	-1.645351	0.060609	0.039905	0.580096	2.155533	-1.285382	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.547773	0.267338	-1.425612	1.243069	-1.088567	-0.439972	-0.257880	1.335079	-1.046277	0.597608	0.567542	0.294334	-1.379336	1.077163	-0.771668	-0.440473	-0.223778	1.345551	-1.147347	0.608574	-0.035501	-0.074485	-0.184702	1.998496	-2.862021	0.170074	-0.020437	0.396504	0.487745	-1.109125	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.528197	0.259645	-1.449691	1.209408	-1.150584	-0.444334	-0.257527	1.334734	-1.057217	0.657365	0.566701	0.292589	-1.382998	1.107246	-0.832345	-0.437458	-0.225353	1.350109	-1.134013	0.596652	0.013898	-0.116790	-0.336027	2.174982	-3.336141	0.156593	-0.134650	0.203663	0.648991	-0.491282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.512045	0.254338	-1.472609	1.175052	-1.183361	-0.446378	-0.259148	1.332163	-1.065357	0.710628	0.563916	0.289792	-1.389910	1.131995	-0.882600	-0.437364	-0.226459	1.352402	-1.126935	0.596910	-0.228926	-0.182671	-0.665226	1.679654	-3.882570	-0.082050	-0.112338	0.079690	0.420842	0.327752	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
