C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	P_l_hyaw	P_l_hrol	P_l_hpit	P_l_knee	P_l_apit	P_r_hyaw	P_r_hrol	P_r_hpit	P_r_knee	P_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	T_l_hyaw	T_l_hrol	T_l_hpit	T_l_knee	T_l_apit	T_r_hyaw	T_r_hrol	T_r_hpit	T_r_knee	T_r_apit	rol	pit	yaw	rol_rate	pit_rate	yaw_rate	x_acc	y_acc	z_acc	w_quat	x_quat	y_quat	z_quat	
0.460820	0.260780	-1.423459	1.044437	-0.827812	-0.512059	-0.214771	1.357569	-1.377470	0.658891	0.459297	0.244250	-1.443509	1.129952	-0.933708	-0.499431	-0.215391	1.407801	-1.194817	0.627593	0.047905	-0.123626	-0.538119	-0.221328	0.298124	-0.054853	-0.116911	-0.651151	-0.041552	-1.127836	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010845	0.010619	-5.666841	-0.033326	-0.015413	-0.031145	0.816026	0.250965	11.507217	1.000000	0.000000	0.000000	0.000000	
0.466581	0.274329	-1.422204	1.026168	-0.780296	-0.516404	-0.201713	1.345084	-1.436525	0.714645	0.460404	0.243685	-1.449123	1.121802	-0.925870	-0.499147	-0.216308	1.399079	-1.200019	0.613106	0.078073	-0.034464	-0.388817	-0.643287	0.863835	0.074776	-0.039608	-0.797938	-0.817240	-0.213983	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010233	0.010318	-5.667385	-0.036410	-0.017659	-0.035723	0.902650	0.262910	11.674764	1.000000	0.000000	0.000000	0.000000	
0.473146	0.281507	-1.427687	1.017685	-0.754568	-0.517865	-0.192659	1.339477	-1.452935	0.748125	0.462613	0.244250	-1.453493	1.111642	-0.910198	-0.498775	-0.215660	1.388441	-1.219259	0.615589	0.161351	0.057041	-0.286646	-0.978612	1.478747	0.045864	0.033262	-1.028974	-2.067325	0.693976	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010110	0.010258	-5.667493	-0.036718	-0.017883	-0.036181	0.911312	0.264104	11.691518	1.000000	0.000000	0.000000	0.000000	
0.477997	0.279274	-1.430536	1.015957	-0.759291	-0.516573	-0.187059	1.344739	-1.432343	0.762380	0.464945	0.246343	-1.456451	1.100256	-0.878420	-0.498676	-0.212929	1.366345	-1.248116	0.629874	0.054521	0.146453	-0.227574	-0.876049	1.732168	-0.002393	0.225499	-1.062546	-2.663434	1.493168	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010085	0.010246	-5.667515	-0.036749	-0.017905	-0.036226	0.912179	0.264224	11.693193	1.000000	0.000000	0.000000	0.000000	
0.481791	0.272119	-1.430244	1.017271	-0.776381	-0.514500	-0.182936	1.360452	-1.388556	0.764480	0.467132	0.249871	-1.459514	1.089182	-0.854665	-0.497542	-0.211009	1.353201	-1.300901	0.650834	0.071755	0.218207	-0.211198	-0.775063	1.879647	0.264973	0.181910	-0.842567	-2.094911	1.883664	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010081	0.010244	-5.667520	-0.036752	-0.017908	-0.036231	0.912265	0.264236	11.693361	1.000000	0.000000	0.000000	0.000000	
0.483083	0.266209	-1.429778	1.025751	-0.789101	-0.509833	-0.179791	1.374572	-1.339976	0.761099	0.470768	0.253024	-1.460127	1.068598	-0.835010	-0.494092	-0.208218	1.344878	-1.326579	0.684518	0.220043	0.189323	0.052163	-0.890591	1.374440	0.190510	0.167082	-0.520461	-1.336642	1.444634	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010080	0.010243	-5.667521	-0.036752	-0.017908	-0.036231	0.912274	0.264237	11.693377	1.000000	0.000000	0.000000	0.000000	
0.480197	0.263038	-1.426876	1.039254	-0.799136	-0.503628	-0.182040	1.382444	-1.301284	0.753807	0.476487	0.255238	-1.458262	1.058084	-0.822621	-0.492699	-0.205116	1.343673	-1.338743	0.703202	0.604773	0.110826	0.312304	-0.497346	0.489897	-0.103086	0.186537	0.091029	-0.643151	1.072706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.475708	0.261766	-1.425056	1.061750	-0.818022	-0.497060	-0.189138	1.386038	-1.266553	0.735345	0.480563	0.256012	-1.453794	1.051498	-0.814206	-0.493438	-0.201595	1.351308	-1.340545	0.716099	-0.044212	0.011083	0.355766	-0.412656	0.003624	-0.132446	0.222216	0.644216	0.110167	0.850562	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.470283	0.259435	-1.424582	1.087960	-0.847951	-0.491362	-0.199183	1.385676	-1.236281	0.712727	0.480821	0.256175	-1.447278	1.051101	-0.812111	-0.494095	-0.198476	1.361535	-1.330461	0.724543	-0.021869	-0.025646	0.028597	-0.125017	0.010831	-0.093506	0.188561	0.936830	0.558889	0.524750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.464632	0.257473	-1.425365	1.115478	-0.883145	-0.487305	-0.208131	1.382769	-1.212474	0.694055	0.479443	0.256119	-1.445611	1.052282	-0.812856	-0.494057	-0.196325	1.372184	-1.319745	0.731757	-0.065000	-0.010707	-0.004120	0.081718	-0.141992	0.025546	0.097954	0.739265	0.823608	0.024558	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.459038	0.254267	-1.426632	1.135808	-0.916361	-0.485227	-0.214772	1.380619	-1.195014	0.679990	0.476429	0.255801	-1.445108	1.054796	-0.818021	-0.494485	-0.195677	1.382843	-1.305921	0.731091	-0.299629	-0.026661	0.051933	0.297811	-0.492279	-0.203334	0.007469	0.932376	1.195554	-0.391873	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.454426	0.247643	-1.427730	1.153614	-0.948498	-0.484324	-0.224349	1.380243	-1.180719	0.663634	0.472894	0.255422	-1.441276	1.061067	-0.831268	-0.495831	-0.196185	1.402836	-1.290191	0.726572	-0.183507	-0.022441	0.259936	0.570674	-0.942574	-0.118043	-0.083004	0.707413	1.225769	-0.454454	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.451071	0.241143	-1.430122	1.163242	-0.972805	-0.482938	-0.232266	1.378517	-1.166667	0.643383	0.470079	0.254748	-1.437819	1.070439	-0.846010	-0.496609	-0.197499	1.411729	-1.265841	0.719925	-0.199812	-0.061568	0.245841	0.772442	-1.315629	-0.140921	-0.140906	0.384808	0.991495	-0.603787	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.449670	0.235029	-1.431876	1.158474	-0.979885	-0.484065	-0.237316	1.377893	-1.161625	0.621121	0.465953	0.253556	-1.435819	1.087750	-0.864055	-0.497419	-0.199975	1.416004	-1.250889	0.706866	-0.320090	-0.107356	0.101356	0.768192	-1.569292	-0.167636	-0.201368	0.195514	1.037861	-0.678044	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.449115	0.231510	-1.432971	1.141432	-0.969441	-0.487453	-0.239299	1.379270	-1.170543	0.601260	0.462147	0.251758	-1.435080	1.099622	-0.884071	-0.499544	-0.201762	1.417489	-1.237285	0.695870	-0.283263	-0.123567	0.020604	0.889904	-1.709816	-0.131921	-0.202761	0.026531	1.052966	-0.954171	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.449497	0.232698	-1.433157	1.116606	-0.945201	-0.492178	-0.236938	1.378300	-1.193413	0.586146	0.459254	0.249524	-1.435296	1.109387	-0.913543	-0.500017	-0.205085	1.416889	-1.223877	0.682911	-0.181870	-0.154268	-0.067732	0.720614	-1.291154	0.004256	-0.247102	-0.136932	1.061456	-1.152776	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.451341	0.239576	-1.433380	1.090300	-0.914946	-0.497484	-0.230604	1.370944	-1.238192	0.591188	0.458263	0.248205	-1.438950	1.115266	-0.928089	-0.499700	-0.209037	1.414613	-1.204111	0.668493	-0.025166	-0.146870	-0.313861	0.365191	-0.931731	0.087666	-0.235251	-0.289374	0.706362	-1.287794	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.454106	0.251097	-1.430606	1.062104	-0.877115	-0.503412	-0.221218	1.361714	-1.307130	0.625072	0.458235	0.246479	-1.443122	1.118696	-0.934052	-0.498667	-0.212073	1.410401	-1.196013	0.644647	0.004463	-0.117050	-0.348943	-0.001867	-0.278124	0.102987	-0.151478	-0.402328	0.353296	-1.046553	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.458835	0.265905	-1.425296	1.035982	-0.830904	-0.509751	-0.209255	1.351826	-1.384806	0.680514	0.458883	0.245302	-1.447446	1.116861	-0.933403	-0.498122	-0.213569	1.404130	-1.195291	0.631566	0.059770	-0.041948	-0.390837	-0.240971	0.233910	-0.035067	-0.082614	-0.640450	-0.125193	-0.778154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.464916	0.278098	-1.425737	1.019813	-0.784008	-0.513089	-0.198184	1.341318	-1.433590	0.728479	0.459982	0.245115	-1.455047	1.110727	-0.924524	-0.497722	-0.213367	1.389136	-1.203773	0.627302	0.047853	0.002784	-0.367109	-0.561501	0.881841	-0.010486	0.097591	-0.838743	-1.090816	-0.008023	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.471407	0.282969	-1.429901	1.012826	-0.759272	-0.513936	-0.189752	1.338815	-1.443083	0.755920	0.461583	0.246273	-1.458409	1.101478	-0.909541	-0.497545	-0.212672	1.376904	-1.234283	0.633235	0.095516	0.075887	-0.165827	-0.768035	1.435182	-0.025476	0.078389	-1.081909	-1.934159	0.794834	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.476373	0.279320	-1.430653	1.011924	-0.763270	-0.513327	-0.184482	1.347226	-1.421934	0.767547	0.463842	0.248807	-1.460075	1.084846	-0.887788	-0.497412	-0.210619	1.364231	-1.262899	0.653105	0.075855	0.158806	-0.065438	-0.624676	1.787135	0.018390	0.109038	-0.942213	-2.332561	1.262469	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.480091	0.271490	-1.432070	1.017503	-0.784556	-0.509930	-0.180637	1.359859	-1.372915	0.769949	0.465239	0.252076	-1.462662	1.074274	-0.866668	-0.495205	-0.208019	1.353796	-1.291571	0.672419	0.087847	0.231075	-0.208942	-0.802270	2.059625	0.158872	0.167937	-0.767720	-2.414277	1.501162	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.480842	0.266331	-1.433503	1.031049	-0.806251	-0.504621	-0.177826	1.371977	-1.321550	0.768945	0.469420	0.254709	-1.464028	1.063993	-0.832855	-0.492703	-0.204720	1.343106	-1.314293	0.691331	0.291445	0.103369	-0.020894	-0.903780	1.081860	0.015887	0.214540	-0.188440	-1.525612	1.479666	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.477791	0.263435	-1.428373	1.046284	-0.822173	-0.499404	-0.182207	1.383459	-1.287607	0.759594	0.472607	0.255826	-1.459794	1.056678	-0.820252	-0.492421	-0.201411	1.343028	-1.334953	0.707545	0.468838	0.082456	0.280571	-0.449810	0.565328	-0.054245	0.195936	0.242878	-0.281678	1.139022	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.473300	0.262894	-1.424899	1.067032	-0.835873	-0.492924	-0.191644	1.386274	-1.258078	0.736019	0.478164	0.256429	-1.455021	1.048939	-0.818143	-0.492801	-0.197849	1.348368	-1.336104	0.720845	0.078291	0.012898	0.429365	0.021322	-0.219148	0.012024	0.174301	0.627994	0.345223	0.965373	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.468290	0.261121	-1.425406	1.090592	-0.857512	-0.487864	-0.199993	1.382847	-1.230618	0.713947	0.478742	0.256630	-1.451134	1.047997	-0.820363	-0.493047	-0.195279	1.358403	-1.328143	0.735452	-0.086391	0.001290	0.144136	0.016091	-0.210355	0.004692	0.122119	0.980573	0.767345	0.326853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.463585	0.258592	-1.424963	1.114945	-0.887807	-0.485564	-0.208839	1.380115	-1.212656	0.697584	0.477840	0.256646	-1.449000	1.050498	-0.824369	-0.492853	-0.194086	1.378197	-1.315476	0.738543	-0.137756	0.004782	0.056289	0.207497	-0.160621	0.045834	0.055251	1.005362	1.032894	-0.044087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.458410	0.254924	-1.426570	1.138128	-0.921460	-0.483776	-0.217095	1.376786	-1.197606	0.685095	0.475357	0.256431	-1.446489	1.053834	-0.828587	-0.493203	-0.193767	1.391292	-1.302886	0.736205	-0.146382	-0.015807	0.211517	0.310389	-0.497631	-0.138491	-0.000291	0.878724	0.895436	-0.332434	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.453475	0.248358	-1.428207	1.155280	-0.951839	-0.482816	-0.225086	1.375372	-1.183533	0.671895	0.472025	0.256073	-1.444242	1.064097	-0.838155	-0.494242	-0.193994	1.401036	-1.280399	0.730818	-0.227506	-0.030661	0.195633	0.547505	-0.869827	-0.097600	-0.048884	0.670641	0.916587	-0.567157	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.450370	0.242128	-1.429712	1.161783	-0.971452	-0.482584	-0.231988	1.374315	-1.173594	0.653025	0.469275	0.255541	-1.441684	1.074438	-0.851773	-0.495370	-0.195413	1.407467	-1.266063	0.721162	-0.277494	-0.041452	0.256858	0.906221	-1.186217	-0.090022	-0.113067	0.429986	0.936150	-0.531306	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.448979	0.237197	-1.431308	1.153855	-0.971782	-0.484239	-0.235686	1.372990	-1.172368	0.632178	0.465381	0.254498	-1.439428	1.085715	-0.877616	-0.497486	-0.197643	1.413116	-1.252291	0.713414	-0.279003	-0.080917	0.179230	0.928134	-1.291138	-0.179994	-0.148566	0.036019	1.011388	-0.548658	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.448482	0.234009	-1.431914	1.136333	-0.957095	-0.487749	-0.236797	1.372459	-1.180265	0.610985	0.463099	0.253530	-1.437377	1.096985	-0.896404	-0.498540	-0.200860	1.414052	-1.231701	0.703480	-0.237278	-0.147677	-0.013484	0.846574	-1.511008	-0.056385	-0.204460	-0.055722	0.966568	-0.934253	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.448904	0.236061	-1.431407	1.111072	-0.931355	-0.492971	-0.233143	1.369223	-1.204566	0.597254	0.460001	0.250614	-1.437524	1.112979	-0.911696	-0.498605	-0.204419	1.413076	-1.218253	0.685233	-0.170292	-0.163659	-0.099058	0.541799	-1.089812	0.039727	-0.242619	-0.207971	0.805052	-0.944896	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.450752	0.243822	-1.430569	1.086048	-0.902006	-0.498605	-0.226723	1.363358	-1.251219	0.603703	0.458388	0.249134	-1.439298	1.118796	-0.921952	-0.497964	-0.208257	1.410336	-1.209044	0.671671	-0.104270	-0.137340	-0.261159	0.235641	-0.695240	0.080745	-0.248762	-0.233665	0.603950	-1.001794	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.453534	0.254909	-1.426347	1.058212	-0.863173	-0.504274	-0.218202	1.356171	-1.321483	0.637319	0.458235	0.247529	-1.442464	1.118893	-0.930256	-0.497448	-0.211133	1.401379	-1.204246	0.657739	-0.003448	-0.082363	-0.354141	-0.109042	0.000269	-0.005884	-0.164461	-0.567749	0.301180	-1.223841	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010079	0.010243	-5.667521	-0.036753	-0.017908	-0.036231	0.912275	0.264237	11.693379	1.000000	0.000000	0.000000	0.000000	
0.458137	0.269617	-1.420524	1.034116	-0.818738	-0.509894	-0.206888	1.348534	-1.396971	0.691057	0.458835	0.246732	-1.449883	1.115883	-0.928814	-0.497296	-0.212242	1.393505	-1.202535	0.645623	0.024083	-0.064070	-0.391357	-0.283096	0.443210	-0.011057	-0.042037	-0.650012	-0.228115	-0.792394	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007286	0.011370	-5.667230	-0.045221	-0.027975	0.082572	-1.772539	-1.373554	9.669277	1.000000	0.000000	0.000000	0.000000	
0.463863	0.280145	-1.422343	1.020633	-0.779341	-0.513183	-0.194995	1.340214	-1.440954	0.737766	0.459948	0.246790	-1.453523	1.106314	-0.919511	-0.496854	-0.211777	1.385121	-1.212686	0.636390	0.023346	0.001735	-0.269451	-0.523837	0.941157	0.005874	0.106301	-0.773397	-1.251162	-0.033874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006728	0.011595	-5.667171	-0.046068	-0.028981	0.094453	-2.041021	-1.537333	9.466866	1.000000	0.000000	0.000000	0.000000	
0.469209	0.283921	-1.427313	1.017490	-0.766543	-0.512925	-0.186166	1.340279	-1.442155	0.763677	0.461698	0.248248	-1.455100	1.097228	-0.902868	-0.496717	-0.211143	1.374356	-1.233158	0.641280	0.114003	0.092067	-0.117676	-0.816613	1.619085	-0.002902	0.072280	-1.047458	-2.229365	0.865531	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006616	0.011640	-5.667160	-0.046153	-0.029082	0.095641	-2.067869	-1.553711	9.446626	1.000000	0.000000	0.000000	0.000000	
0.473666	0.279522	-1.428476	1.018441	-0.778935	-0.510963	-0.180703	1.349846	-1.413100	0.774628	0.463695	0.250704	-1.456239	1.086686	-0.871744	-0.496665	-0.209109	1.355531	-1.262092	0.655756	0.123069	0.129017	-0.085050	-0.943601	1.711305	-0.007269	0.128202	-0.855017	-2.672659	1.468448	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006593	0.011649	-5.667157	-0.046161	-0.029092	0.095759	-2.070554	-1.555348	9.444602	1.000000	0.000000	0.000000	0.000000	
0.475348	0.278071	-1.427111	1.031656	-0.823108	-0.507505	-0.193273	1.341354	-1.346788	0.767937	0.464628	0.253853	-1.456588	1.075660	-0.849622	-0.494619	-0.206190	1.345440	-1.292136	0.675300	0.078610	0.195526	0.078736	-0.924893	1.542556	0.142348	0.205913	-0.636864	-2.221460	1.633428	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006589	0.011651	-5.667157	-0.046162	-0.029093	0.095771	-2.070822	-1.555512	9.444400	1.000000	0.000000	0.000000	0.000000	
0.481649	0.283177	-1.421652	1.085094	-0.850598	-0.497419	-0.219558	1.312344	-1.280664	0.776619	0.467820	0.256551	-1.455276	1.056976	-0.833807	-0.491981	-0.202828	1.341217	-1.327904	0.705841	0.238177	0.135874	0.189334	-0.790416	0.956871	0.042152	0.196236	-0.109052	-1.084085	1.140440	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095772	-2.070849	-1.555529	9.444379	1.000000	0.000000	0.000000	0.000000	
0.488599	0.279749	-1.417481	1.119036	-0.852856	-0.485929	-0.239442	1.292020	-1.221632	0.746515	0.471802	0.257898	-1.451306	1.049556	-0.829481	-0.491453	-0.200863	1.339888	-1.336851	0.721861	0.365802	0.118276	0.388835	-0.557121	0.099177	-0.124901	0.103375	0.010033	-0.090960	0.982963	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.495363	0.273876	-1.413363	1.142481	-0.848640	-0.476170	-0.254720	1.278530	-1.176085	0.702427	0.474707	0.259937	-1.445254	1.051488	-0.832566	-0.491299	-0.201302	1.339792	-1.331104	0.733183	0.036580	0.104885	0.475088	0.331637	-0.230867	0.001468	-0.050149	0.063817	0.737685	0.789244	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.502083	0.268567	-1.409426	1.164139	-0.858157	-0.467439	-0.262874	1.272221	-1.141742	0.662521	0.475773	0.261459	-1.435198	1.057618	-0.835534	-0.491147	-0.203781	1.339482	-1.309186	0.738041	-0.066135	0.093076	0.316210	0.525202	-0.302257	-0.083604	-0.160885	0.111071	1.078783	0.166165	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.508167	0.264749	-1.406771	1.182680	-0.877864	-0.461519	-0.267824	1.274214	-1.119991	0.632635	0.475428	0.262224	-1.429649	1.072318	-0.837412	-0.491407	-0.208574	1.340122	-1.290796	0.736928	-0.051979	0.018613	0.331729	0.890032	-0.148873	-0.022319	-0.374357	0.129755	1.353677	-0.426567	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
0.514294	0.263161	-1.408519	1.194949	-0.906036	-0.456719	-0.270991	1.279288	-1.102235	0.609170	0.475238	0.262353	-1.424613	1.085485	-0.839702	-0.491435	-0.211891	1.340614	-1.271293	0.727158	0.172773	-0.009771	0.287916	1.111466	-0.245203	-0.058066	-0.361972	0.012975	1.702213	-0.995326	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006588	0.011651	-5.667157	-0.046162	-0.029093	0.095773	-2.070852	-1.555530	9.444377	1.000000	0.000000	0.000000	0.000000	
